KIDS,TAS,KID14,TAS05,TAS07,TAS09,TAS11,TAS13,TAS15,TAS17,ER30000,ER30001,ER30002,ER31987,ER31988,ER31989,ER31990,ER31991,ER31992,ER31993,ER31994,ER31995,ER31996,ER31997,ER32000,ER32001,ER32002,ER32003,ER32004,ER32005,ER32006,ER32007,ER32008,ER32009,ER32010,ER32011,ER32012,ER32013,ER32014,ER32015,ER32016,ER32017,ER32018,ER32019,ER32020,ER32021,ER32022,ER32023,ER32024,ER32025,ER32026,ER32027,ER32028,ER32029,ER32030,ER32031,ER32032,ER32033,ER32034,ER32035,ER32036,ER32037,ER32038,ER32039,ER32040,ER32041,ER32042,ER32043,ER32044,ER32045,ER32046,ER32047,ER32048,ER32049,ER32050,ER32051,ER32052,ER32053,ER33801,ER33802,ER33803,TA050001,TA050937,ER33901,ER33902,ER33903,TA070001,TA070918,ER34001,ER34002,ER34003,TA090001,TA090982,ER34101,ER34102,ER34103,TA110001,TA111124,ER34201,ER34202,ER34203,TA130001,TA131216,P14REL,ER34301,ER34302,ER34303,TA150001,TA151276,ER34501,ER34502,ER34503,TA170001,TA171974
1,,1.1,,,,,,,,2,436,43,0,0,0,0,0,0,0,0,0,19,2,2,1,0,1,0,0,2,0,0,436,33,1980,3,1,140,1,436,176,1978,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6492,0,0,,,977,0,0,,,57,3,30,,,3094,3,30,,,3062,3,30,,,2,1230,3,30,,,4202,3,30,,
1,,1.1,,,,,,,,2,436,44,0,0,0,0,0,0,0,0,0,19,2,2,1,0,1,0,0,2,0,0,436,33,1980,3,2,142,1,436,176,1978,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,6492,0,0,,,977,0,0,,,57,0,0,,,3094,4,30,,,3062,4,30,,,2,1230,4,30,,,4202,4,30,,
1,,1.1,,,,,,,,2,436,45,0,0,0,0,0,0,0,0,0,19,2,1,1,0,1,0,0,2,0,0,436,35,1983,3,1,118,1,436,179,1984,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3199,0,0,,,3871,0,0,,,266,0,0,,,3600,0,0,,,2888,3,30,,,2,2957,3,30,,,4374,3,30,,
1,,1.1,,,,,,,,2,445,37,0,0,0,0,0,0,0,0,0,29,2,1,1,0,1,0,0,2,0,0,445,174,1978,1,1,136,1,445,30,1973,1,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5607,0,0,,,278,0,0,,,5264,3,30,,,447,3,30,,,4036,3,30,,,2,4723,3,30,,,2107,3,30,,
1,,1.1,,,,,,,,2,450,34,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,450,33,1987,3,1,133,1,0,0,9999,99,99,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5113,0,0,,,3826,0,0,,,3705,0,0,,,2530,0,0,,,4108,2,30,,,2,4039,2,30,,,912,3,30,,
,1,,,,,,,,1,2,452,37,0,5,0,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,2011,2011,452,177,1968,2,2,114,1,452,31,1970,1,1,2019,1,6,2018,99,9999,99,9999,99,9999,99,9999,2019,1,9,2016,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,806,4,30,,,1883,4,30,,,3272,4,30,,,0,0,0,,,8330,1,10,,,,6428,1,10,,,8035,1,10,2,6
,3,,,,,,1,1,1,2,452,38,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,452,30,1972,2,1,126,2,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5790,2,30,,,1709,2,30,,,2803,2,30,,,3147,2,30,,,568,2,30,2,6,,6348,3,60,2,5,4541,3,30,2,5
1,,1.1,,,,,,,,2,452,41,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,452,30,1972,2,2,120,4,0,0,9999,99,99,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5790,3,30,,,1709,3,30,,,2803,3,30,,,3147,3,30,,,568,3,30,,,2,6725,2,30,,,4541,2,30,,
1,,1.1,,,,,,,,2,452,42,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,452,189,1977,3,1,115,1,452,35,1974,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4650,3,30,,,2854,3,30,,,2949,3,30,,,2046,3,30,,,796,3,30,,,2,6068,3,30,,,5063,3,30,,
1,,1.1,,,,,,,,2,452,43,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,2,0,0,452,189,1977,3,2,106,1,452,35,1974,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4650,0,0,,,2854,0,0,,,2949,4,30,,,2046,4,30,,,796,4,30,,,2,6068,4,30,,,5063,4,30,,
1,,1.1,,,,,,,,2,452,44,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,2,0,0,452,189,1977,3,3,122,1,452,35,1974,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4650,0,0,,,2854,0,0,,,2949,5,30,,,2046,5,30,,,796,5,30,,,2,6068,5,30,,,5063,5,30,,
,3,,1,,1,1,,,,2,455,32,0,5,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,2,2007,2003,455,3,1965,2,1,132,1,455,173,1962,2,1,2019,3,3,2013,7,2015,3,2013,99,9999,99,9999,2019,1,10,2007,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,7630,3,30,5,5,0,0,0,,,8567,2,20,3,6,19,2,20,2,6,7120,2,20,,,,5741,2,20,,,5292,2,20,,
,4,,,,1,1,1,1,,2,455,33,0,5,0,0,0,0,0,0,0,32,2,1,1,0,1,0,1,2,2007,2003,455,3,1965,2,2,147,1,455,173,1962,2,2,2019,3,3,2016,7,2019,3,2016,99,9999,99,9999,2019,1,6,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2019,1968,0,7630,4,30,,,0,0,0,,,8456,1,10,3,5,1163,1,10,2,5,8758,1,10,2,6,,6370,1,10,2,6,9300,1,10,,
1,1,1.1,,,,,,,1,2,455,35,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,0,2,0,0,455,30,1968,2,2,122,1,455,180,1970,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6257,4,30,,,4036,4,30,,,6052,4,30,,,5216,4,30,,,7586,4,30,,,2,6025,4,30,,,5386,4,30,2,5
1,,1.1,,,,,,,,2,455,38,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,2,0,0,455,32,1985,3,1,72,1,455,183,1986,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7630,0,0,,,0,0,0,,,8567,0,0,,,19,0,0,,,7120,3,30,,,2,5741,3,30,,,5292,3,30,,
1,,1.1,,,,,,,,2,455,39,0,0,0,0,0,0,0,0,0,32,2,2,1,0,1,0,1,2,0,0,455,32,1985,3,2,83,1,455,183,1986,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,7630,0,0,,,0,0,0,,,8567,0,0,,,19,0,0,,,7120,4,30,,,2,5741,4,30,,,5292,4,30,,
,4,,,,,1,1,1,1,2,459,31,0,5,0,0,0,0,0,0,0,31,2,1,1,1,1,0,0,2,2013,2011,459,170,1957,1,1,998,1,459,4,1958,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,6,2018,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,3465,3,30,,,3454,3,30,,,324,3,30,,,838,51,30,2,6,1138,51,30,2,4,,1622,3,30,2,4,3509,3,30,2,5
1,,1.1,,,,,,,,2,461,32,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,0,2,0,0,461,171,1967,1,1,25,1,461,30,1969,1,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4854,3,30,,,3766,3,30,,,86,3,30,,,120,3,30,,,121,3,30,,,2,1918,3,30,,,2590,3,30,,
1,,1.1,,,,,,,,2,461,33,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,2,2019,2019,461,173,1987,2,1,119,1,461,31,1979,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4453,0,0,,,1599,0,0,,,522,4,30,,,3162,4,30,,,1463,4,30,,,2,7776,4,30,,,3584,4,30,,
1,,1.1,,,,,,,,2,461,34,0,0,0,0,0,0,0,0,0,31,2,1,1,0,1,0,1,2,2019,2019,461,173,1987,2,2,131,1,461,31,1979,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4453,0,0,,,1599,0,0,,,522,5,30,,,3162,5,30,,,1463,5,30,,,2,7776,5,30,,,3584,5,30,,
1,,1.1,,,,,,,,2,461,174,0,0,0,0,0,0,0,0,0,31,2,2,1,0,1,0,1,3,2019,2019,0,0,9999,99,99,999,9,461,31,1979,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4453,0,0,,,1599,3,30,,,522,3,30,,,3162,3,30,,,1463,3,30,,,2,7776,3,30,,,3584,3,30,,
,4,,,,1,1,1,,1,2,465,33,0,5,0,0,0,0,0,0,0,4,2,1,1,0,1,0,1,2,2015,2015,465,30,1970,2,1,106,1,465,176,1966,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5485,3,33,,,3595,4,33,,,6009,3,30,3,5,6337,1,10,2,5,446,1,10,2,6,,0,0,0,,,5263,1,10,2,6
,3,,,,,,1,1,1,2,465,34,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,465,30,1970,2,2,109,1,465,176,1966,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,8,2014,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,5485,4,33,,,3595,3,33,,,6009,2,30,,,5932,2,30,,,4314,2,30,2,6,,7715,1,10,2,6,6093,1,10,2,5
1,,1.1,,,,,,,,2,465,35,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,465,31,1977,2,1,113,1,465,178,1969,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1618,3,30,,,2847,3,30,,,1412,3,30,,,2339,3,30,,,1678,3,30,,,2,7130,3,30,,,5859,3,30,,
1,,1.1,,,,,,,,2,465,36,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,0,0,465,31,1977,2,2,115,1,465,178,1969,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,1618,0,0,,,2847,0,0,,,1412,4,30,,,2339,4,30,,,1678,4,30,,,2,7130,4,30,,,5859,4,30,,
1,,1.1,,,,,,,,2,465,37,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,465,182,1976,3,1,131,1,465,32,1978,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2078,0,0,,,1245,0,0,,,1164,3,30,,,7538,3,30,,,5669,3,30,,,2,8067,3,30,,,7828,3,30,,
1,,1.1,,,,,,,,2,465,38,0,0,0,0,0,0,0,0,0,4,2,1,1,0,1,0,0,2,0,0,465,182,1976,3,2,108,1,465,32,1978,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2078,0,0,,,1245,0,0,,,1164,0,0,,,7538,4,30,,,5669,4,30,,,2,8067,4,30,,,7828,4,30,,
1,,1.1,,,,,,,,2,465,39,0,0,0,0,0,0,0,0,0,4,2,2,1,0,1,0,0,2,0,0,465,182,1976,3,3,108,1,465,32,1978,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2078,0,0,,,1245,0,0,,,1164,0,0,,,7538,0,0,,,5669,5,30,,,2,8067,5,30,,,7828,5,30,,
,5,,1,1,1,1,1,,,2,473,35,0,5,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,4,1962,2,2,128,1,473,173,1963,2,2,2019,4,4,2004,1,2014,7,2010,12,2008,99,9999,2019,1,8,2011,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2015,1968,0,5891,1,10,5,4,5255,1,10,4,3,7572,2,22,3,6,1000,2,22,2,5,1634,2,20,2,6,,5162,2,20,,,4369,2,20,,
,3,,,,,,1,1,1,2,473,36,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,0,1,2,2019,2017,473,177,1970,2,1,120,1,473,172,1969,2,1,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6863,3,30,,,5148,3,30,,,7628,3,30,,,1634,3,30,,,1871,3,30,2,6,,5198,3,30,2,5,4538,51,30,2,6
1,1,1.1,,,,,,,1,2,473,37,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,1,2,0,0,473,177,1970,2,2,113,1,473,172,1969,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,6863,4,30,,,5148,4,30,,,7628,4,30,,,1634,4,30,,,1871,4,30,,,2,5198,4,30,,,4538,3,30,2,5
1,,1.1,,,,,,,,2,473,40,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,1,2,2019,2017,473,32,1974,2,1,127,1,473,179,1975,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3962,3,30,,,6300,3,30,,,2573,3,30,,,2187,3,30,,,2008,3,30,,,2,8040,3,30,,,0,0,0,,
1,,1.1,,,,,,,,2,473,41,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,34,1983,2,1,102,1,473,181,1979,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3802,3,30,,,5647,3,30,,,2867,2,30,,,1307,3,30,,,2868,3,35,,,2,6915,3,60,,,4738,3,60,,
1,,1.1,,,,,,,,2,473,42,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,35,1987,4,1,107,2,473,184,1980,2,98,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5891,3,30,,,5255,2,30,,,7572,3,35,,,1000,3,35,,,1634,3,30,,,2,5162,3,30,,,4369,3,30,,
1,,1.1,,,,,,,,2,473,44,0,0,0,0,0,0,0,0,0,14,1,1,1,0,1,0,1,2,2019,2017,473,32,1974,2,2,123,1,473,179,1975,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3962,0,0,,,6300,4,30,,,2573,4,30,,,2187,4,30,,,2008,4,30,,,2,8040,4,30,,,0,0,0,,
1,,1.1,,,,,,,,2,473,45,0,0,0,0,0,0,0,0,0,14,1,1,1,0,1,0,1,2,2019,2019,473,34,1983,2,2,111,1,473,181,1979,2,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,3802,0,0,,,5647,4,30,,,2867,3,30,,,1307,4,30,,,2868,4,35,,,2,5125,3,60,,,8230,3,60,,
1,,1.1,,,,,,,,2,473,47,0,0,0,0,0,0,0,0,0,14,1,1,1,0,1,0,0,2,0,0,473,183,1981,3,1,128,1,473,33,1977,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5197,0,0,,,4265,0,0,,,2212,3,30,,,1322,3,30,,,2400,3,30,,,2,5794,3,30,,,6070,3,30,,
1,,1.1,,,,,,,,2,473,48,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,35,1987,4,2,100,2,473,186,1987,3,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5891,0,0,,,5255,0,0,,,7572,4,30,,,1000,4,30,,,1634,4,30,,,2,5162,4,30,,,4369,4,30,,
1,,1.1,,,,,,,,2,473,49,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,183,1981,3,2,128,1,473,33,1977,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5197,0,0,,,4265,0,0,,,2212,0,0,,,1322,4,30,,,2400,4,30,,,2,5794,4,30,,,6070,4,30,,
1,,1.1,,,,,,,,2,473,50,0,0,0,0,0,0,0,0,0,14,1,2,1,0,1,0,0,2,0,0,473,35,1987,4,3,122,2,473,186,1987,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5891,0,0,,,5255,0,0,,,7572,0,0,,,1000,5,30,,,1634,5,30,,,2,5162,5,30,,,4369,5,30,,
1,,1.1,,,,,,,,2,476,32,0,0,0,0,0,0,0,0,0,19,1,2,1,0,1,0,1,2,2019,2019,476,172,1973,3,3,998,2,476,30,1978,1,1,2017,0,99,9999,99,9999,99,9999,99,9999,99,9999,2017,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,1291,5,60,,,5833,3,30,,,3408,3,30,,,4316,3,30,,,1370,3,30,,,2,2970,3,30,,,3608,3,30,,
,5,,1,1,1,1,1,,,2,478,38,0,5,0,0,0,0,0,0,0,30,1,1,1,1,1,0,0,2,2005,2005,478,30,1969,4,1,145,2,478,177,1958,3,2,2019,1,9,2015,99,9999,99,9999,99,9999,99,9999,2019,1,9,2011,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,2017,1968,0,7642,51,30,5,6,6462,1,10,4,5,2251,1,10,3,5,4241,1,10,2,6,5446,1,10,2,6,,1553,1,10,,,9319,1,10,,
,5,,,,1,1,1,1,1,2,478,39,0,5,0,0,0,0,0,0,0,30,1,1,1,1,1,0,0,2,2003,2003,478,30,1969,4,2,147,2,478,177,1958,3,3,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,2796,3,60,,,3646,3,60,,,5969,1,10,3,5,4768,1,10,2,4,5575,1,10,2,5,,1577,1,10,2,5,6422,1,10,2,5
,2,,,,,,,1,1,2,478,40,0,0,0,0,0,0,0,0,0,30,1,2,1,0,1,0,0,2,0,0,478,36,1977,2,1,127,2,478,179,1975,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5805,3,30,,,7479,3,30,,,6984,3,30,,,7614,3,30,,,8349,3,30,,,,9057,3,30,2,6,7578,3,30,2,6
1,,1.1,,,,,,,,2,478,43,0,0,0,0,0,0,0,0,0,30,1,1,1,0,1,0,0,2,0,0,478,36,1977,2,2,97,1,478,179,1975,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5805,4,30,,,7479,4,30,,,6984,4,30,,,7614,4,30,,,8349,4,30,,,2,9057,4,30,,,7578,4,30,,
1,,1.1,,,,,,,,2,478,45,0,0,0,0,0,0,0,0,0,30,1,1,1,0,1,0,0,2,0,0,478,186,1978,3,1,104,1,478,34,1973,3,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,4363,3,30,,,3168,3,30,,,7001,3,30,,,8700,2,30,,,7728,2,30,,,2,6887,2,30,,,6796,3,30,,
1,,1.1,,,,,,,,2,478,47,0,0,0,0,0,0,0,0,0,30,1,2,1,0,1,0,0,2,0,0,478,186,1978,3,2,52,1,478,34,1973,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4363,0,0,,,3168,4,30,,,7001,4,30,,,8700,3,30,,,7728,3,30,,,2,6887,3,30,,,6796,4,30,,
1,,1.1,,,,,,,,2,478,48,0,0,0,0,0,0,0,0,0,30,1,1,1,0,1,0,0,2,0,0,478,186,1978,3,3,62,1,478,34,1973,3,3,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,4363,0,0,,,3168,5,30,,,7001,5,30,,,8700,4,30,,,7728,4,30,,,2,6887,4,30,,,6796,5,30,,
1,,1.1,,,,,,,,2,478,49,0,0,0,0,0,0,0,0,0,30,1,2,1,0,1,0,0,2,0,0,478,189,1976,2,1,112,1,478,37,1980,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,2796,0,0,,,3646,0,0,,,2759,0,0,,,4723,0,0,,,5926,4,60,,,2,3484,4,60,,,7738,3,30,,
1,,1.1,,,,,,,,2,478,50,0,0,0,0,0,0,0,0,0,30,1,2,1,0,1,0,1,2,0,0,478,190,1974,4,3,36,8,478,33,1975,3,2,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,5957,0,0,,,4624,0,0,,,6867,0,0,,,8364,0,0,,,2626,4,30,,,2,6175,4,30,,,5728,4,30,,
,4,,,,,1,1,1,1,2,479,30,0,5,0,0,0,0,0,0,0,30,1,2,1,0,1,0,0,2,0,0,479,170,1962,2,1,85,1,479,3,1955,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3371,3,30,,,6918,3,30,,,291,3,30,,,5812,3,30,2,6,1483,3,30,2,6,,3042,3,30,2,6,285,3,30,2,6
,2,,,,,,,1,1,2,479,31,0,0,0,0,0,0,0,0,0,30,1,1,1,1,1,0,0,2,2019,2017,479,170,1962,2,2,998,1,479,3,1955,2,2,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3371,4,30,,,6918,4,30,,,291,4,30,,,5812,4,30,,,1483,4,30,,,,3042,4,30,2,3,285,51,30,2,5
,4,,,,,1,1,1,1,2,486,30,0,5,0,0,0,0,0,0,0,31,1,1,1,1,1,0,0,2,2015,2011,486,171,1965,2,1,127,1,486,4,1964,2,1,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,1,8,2015,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,5027,3,30,,,6891,3,30,,,8136,3,30,,,1872,51,30,2,5,8846,51,30,2,5,,6051,51,30,2,5,9053,1,10,2,5
,1,,,,,,,,1,2,486,31,0,0,0,0,0,0,0,0,0,31,1,2,1,1,1,0,0,2,2019,2017,0,0,9999,99,99,999,9,0,0,9999,99,99,2015,0,99,9999,99,9999,99,9999,99,9999,99,9999,2015,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,3276,3,30,,,2998,3,30,,,2590,2,30,,,2174,2,30,,,5825,2,30,,,,2104,2,30,,,4597,51,30,2,6
1,1,1.1,,,,,,,1,2,486,32,0,0,0,0,0,0,0,0,0,31,1,1,1,0,1,0,0,2,0,0,486,171,1965,2,2,140,1,486,4,1964,2,2,2019,0,99,9999,99,9999,99,9999,99,9999,99,9999,2019,0,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,2,0,0,1968,0,5027,4,30,,,6891,4,30,,,8136,4,30,,,1872,3,30,,,8846,3,30,,,2,6051,3,30,,,8916,3,30,2,5
,5,,1,1,1,1,1,,,2,487,35,0,5,0,0,0,0,0,0,0,31,1,2,1,0,1,0,0,2,0,0,487,170,1958,2,2,119,1,487,5,1962,2,2,2019,2,9,2007,12,2010,99,9999,99,9999,99,9999,2019,1,12,2011,1,99,9999,99,9999,99,9999,9,99,9999,99,9999,1,0,0,1968,0,186,3,30,5,6,994,3,30,4,6,5295,1,10,3,6,3184,2,22,2,6,4817,2,20,2,6,,4473,2,20,,,2504,2,20,,
1,,1.1,,,,,,,,2,487,37,0,0,0,0,0,0,0,0,0,31,1,2,1,0,1,0,0,2,0,0,487,35,1987,2,1,96,2,487,178,1984,2,1,9999,99,99,9999,99,9999,99,9999,99,9999,99,9999,9999,99,99,9999,9,99,9999,99,9999,99,9999,9,99,9999,99,9999,9,0,0,1968,0,186,0,0,,,994,0,0,,,5295,3,30,,,3184,3,30,,,4817,3,30,,,2,4473,3,30,,,2504,3,30,,
